YEAR,QUARTER,MONTH,AIRLINE_ID,UNIQUE_CARRIER,CARRIER,CARRIER_NAME,CARRIER_GROUP_NEW,SALA_GALLONS,SDOM_GALLONS,SDOMT_GALLONS,SATL_GALLONS,SPAC_GALLONS,SLAT_GALLONS,SINT_GALLONS,TS_GALLONS,NALA_GALLONS,NDOM_GALLONS,NDOMT_GALLONS,NATL_GALLONS,NPAC_GALLONS,NLAT_GALLONS,MAC_GALLONS,NINT_GALLONS,TN_GALLONS,TDOMT_GALLONS,TINT_GALLONS,TOTAL_GALLONS,SALA_COST,SDOM_COST,SDOMT_COST,SATL_COST,SPAC_COST,SLAT_COST,SINT_COST,TS_COST,NALA_COST,NDOM_COST,NDOMT_COST,NATL_COST,NPAC_COST,NLAT_COST,MAC_COST,NINT_COST,TN_COST,TDOMT_COST,TINT_COST,TOTAL_COST
2025,1,3,21652,27Q,27Q,"Jet Aviation Flight Services, Inc.",2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025,1,3,21754,2PQ,2PQ,21 Air LLC,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025,1,3,21875,37Q,37Q,"Eastern Air Express, LLC (EAX)",1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,248603.00,248603.00,0.00,0.00,91150.00,0.00,91150.00,339753.00,248603.00,91150.00,339753.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,807959.00,807959.00,0.00,0.00,296240.00,0.00,296240.00,1104199.00,807959.00,296240.00,1104199.00
2025,1,3,21974,3EQ,3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025,1,3,22080,MX,MX,Breeze Aviation Group DBA  Breeze,2,0.00,6757719.00,6757719.00,0.00,0.00,0.00,0.00,6757719.00,0.00,564783.00,564783.00,0.00,0.00,0.00,0.00,0.00,564783.00,7322502.00,0.00,7322502.00,0.00,18503360.00,18503360.00,0.00,0.00,0.00,0.00,18503360.00,0.00,1546436.00,1546436.00,0.00,0.00,0.00,0.00,0.00,1546436.00,20049796.00,0.00,20049796.00
2025,1,3,22085,GCA,GCA,"Global Crossing Airlines, Inc.",2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1224016.00,1224016.00,0.00,0.00,1079751.00,0.00,1079751.00,2303767.00,1224016.00,1079751.00,2303767.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2530225.00,2530225.00,0.00,0.00,2231090.00,0.00,2231090.00,4761315.00,2530225.00,2231090.00,4761315.00
2025,2,4,19393,WN,WN,Southwest Airlines Co.,3,0.00,180721007.00,180721007.00,0.00,0.00,2062578.00,2062578.00,182783585.00,0.00,2707.00,2707.00,0.00,0.00,0.00,0.00,0.00,2707.00,180723714.00,2062578.00,182786292.00,0.00,418296078.00,418296078.00,0.00,0.00,5315170.00,5315170.00,423611248.00,0.00,7343.00,7343.00,0.00,0.00,0.00,0.00,0.00,7343.00,418303421.00,5315170.00,423618591.00
2025,2,4,19687,QX,QX,Horizon Air,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025,2,4,19690,HA,HA,Hawaiian Airlines Inc.,3,0.00,15981908.00,15981908.00,0.00,6158263.00,0.00,6158263.00,22140171.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15981908.00,6158263.00,22140171.00,0.00,39511122.00,39511122.00,0.00,13317812.00,0.00,13317812.00,52828934.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,39511122.00,13317812.00,52828934.00
2025,2,4,19790,DL,DL,Delta Air Lines Inc.,3,0.00,190328569.00,190328569.00,71473014.00,22325704.00,27983821.00,121782539.00,312111108.00,0.00,1505676.00,1505676.00,70791.00,112067.00,52093.00,0.00,234951.00,1740627.00,191834245.00,122017490.00,313851735.00,0.00,433461718.00,433461718.00,162775433.00,50845431.00,63731447.00,277352311.00,710814029.00,0.00,3429086.00,3429086.00,161222.00,255226.00,118638.00,0.00,535086.00,3964172.00,436890804.00,277887397.00,714778201.00
2025,2,4,19805,AA,AA,American Airlines Inc.,3,0.00,189375729.00,189375729.00,59477754.00,11454996.00,38780061.00,109712811.00,299088540.00,0.00,458151.00,458151.00,381590.00,418358.00,99405.00,0.00,899353.00,1357504.00,189833880.00,110612164.00,300446044.00,0.00,404520197.00,404520197.00,133233145.00,24837824.00,88904163.00,246975132.00,651495329.00,0.00,970616.00,970616.00,884216.00,907402.00,232879.00,0.00,2024497.00,2995113.00,405490813.00,248999629.00,654490442.00
2025,2,4,19874,8C,8C,Air Transport International,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,200455.00,200455.00,0.00,0.00,115959.00,777379.00,893338.00,1093793.00,200455.00,893338.00,1093793.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,529445.00,529445.00,0.00,0.00,0.00,2525563.00,2525563.00,3055008.00,529445.00,2525563.00,3055008.00
2025,2,4,19917,5X,5X,United Parcel Service,3,0.00,53367000.00,53367000.00,17094000.00,23387000.00,2439000.00,42920000.00,96287000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,53367000.00,42920000.00,96287000.00,0.00,135681000.00,135681000.00,43931000.00,59023000.00,6704000.00,109658000.00,245339000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,135681000.00,109658000.00,245339000.00
2025,2,4,19930,AS,AS,Alaska Airlines Inc.,3,1519461.00,53279930.00,54799391.00,0.00,0.00,2104482.00,2104482.00,56903873.00,105890.00,116080.00,221970.00,0.00,0.00,0.00,0.00,0.00,221970.00,55021361.00,2104482.00,57125843.00,3577343.00,136591439.00,140168782.00,0.00,0.00,5569316.00,5569316.00,145738098.00,249302.00,268315.00,517617.00,0.00,0.00,0.00,0.00,0.00,517617.00,140686399.00,5569316.00,146255715.00
2025,2,4,19977,UA,UA,United Air Lines Inc.,3,0.00,162437816.00,162437816.00,87802446.00,51824049.00,32272450.00,171898945.00,334336761.00,0.00,1040360.00,1040360.00,124134.00,441269.00,80235.00,13467.00,659105.00,1699465.00,163478176.00,172558050.00,336036226.00,0.00,365136843.00,365136843.00,202726660.00,116308483.00,75291698.00,394326841.00,759463684.00,0.00,2282653.00,2282653.00,281941.00,977190.00,154126.00,52452.00,1465709.00,3748362.00,367419496.00,395792550.00,763212046.00
2025,2,4,20007,5Y,5Y,Atlas Air Inc.,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16935764.00,16935764.00,5503867.00,37809816.00,9000525.00,5281870.00,57596078.00,74531842.00,16935764.00,57596078.00,74531842.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,42525214.00,42525214.00,15234745.00,88723389.00,22650921.00,17166078.00,143775133.00,186300347.00,42525214.00,143775133.00,186300347.00
2025,2,4,20046,ZW,ZW,Air Wisconsin Airlines Corp,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10890.00,10890.00,0.00,0.00,0.00,0.00,0.00,10890.00,10890.00,0.00,10890.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,53493.00,53493.00,0.00,0.00,0.00,0.00,0.00,53493.00,53493.00,0.00,53493.00
2025,2,4,20100,PO,PO,Polar Air Cargo Airways,3,0.00,627504.00,627504.00,0.00,886744.00,0.00,886744.00,1514248.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,627504.00,886744.00,1514248.00,0.00,1518067.00,1518067.00,0.00,2080807.00,0.00,2080807.00,3598874.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1518067.00,2080807.00,3598874.00
2025,2,4,20107,FX,FX,Federal Express Corporation,3,0.00,40422011.00,40422011.00,15233956.00,25384827.00,3063565.00,43682348.00,84104359.00,0.00,1178837.00,1178837.00,98132.00,1050637.00,82940.00,163031.00,1394740.00,2573577.00,41600848.00,45077088.00,86677936.00,0.00,87826000.00,87826000.00,33609000.00,55658000.00,7069000.00,96336000.00,184162000.00,0.00,2606000.00,2606000.00,211000.00,2444000.00,181000.00,493000.00,3329000.00,5935000.00,90432000.00,99665000.00,190097000.00
2025,2,4,20108,NC,NC,Northern Air Cargo Inc.,2,257376.00,389207.00,646583.00,0.00,0.00,0.00,0.00,646583.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,646583.00,0.00,646583.00,648192.00,862469.00,1510661.00,0.00,0.00,0.00,0.00,1510661.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1510661.00,0.00,1510661.00
2025,2,4,20151,M6,M6,Amerijet International,2,0.00,323113.00,323113.00,127915.00,0.00,2167768.00,2295683.00,2618796.00,0.00,365237.00,365237.00,12929.00,0.00,67427.00,0.00,80356.00,445593.00,688350.00,2376039.00,3064389.00,0.00,748359.00,748359.00,323816.00,0.00,5335255.00,5659071.00,6407430.00,0.00,913730.00,913730.00,30366.00,0.00,187389.00,0.00,217755.00,1131485.00,1662089.00,5876826.00,7538915.00
2025,2,4,20166,GFQ,GFQ,Gulf And Caribbean Cargo,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,74168.00,74168.00,0.00,0.00,10564.00,0.00,10564.00,84732.00,74168.00,10564.00,84732.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,395530.00,395530.00,0.00,0.00,53936.00,0.00,53936.00,449466.00,395530.00,53936.00,449466.00
2025,2,4,20169,L2,L2,Lynden Air Cargo Airlines,2,144394.00,0.00,144394.00,0.00,0.00,0.00,0.00,144394.00,18457.00,24169.00,42626.00,0.00,0.00,0.00,0.00,0.00,42626.00,187020.00,0.00,187020.00,344621.00,0.00,344621.00,0.00,0.00,0.00,0.00,344621.00,59375.00,88786.00,148161.00,0.00,0.00,0.00,0.00,0.00,148161.00,492782.00,0.00,492782.00
2025,2,4,20177,PFQ,PFQ,Asia Pacific,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,586897.00,0.00,0.00,586897.00,586897.00,0.00,586897.00,586897.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1155830.00,0.00,0.00,1155830.00,1155830.00,0.00,1155830.00,1155830.00
2025,2,4,20195,WI,WI,Sky Lease Cargo,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1488559.00,907497.00,0.00,2396056.00,2396056.00,0.00,2396056.00,2396056.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3722048.00,2197621.00,0.00,5919669.00,5919669.00,0.00,5919669.00,5919669.00
2025,2,4,20207,XP,XP,TEM Enterprises dba  Avelo Airlines,2,0.00,2896493.00,2896493.00,175577.00,0.00,49096.00,224673.00,3121166.00,0.00,119789.00,119789.00,51784.00,0.00,2166.00,0.00,53950.00,173739.00,3016282.00,278623.00,3294905.00,0.00,7412744.00,7412744.00,449339.00,0.00,125647.00,574986.00,7987730.00,0.00,306566.00,306566.00,132526.00,0.00,5543.00,0.00,138069.00,444635.00,7719310.00,713055.00,8432365.00
2025,2,4,20304,OO,OO,SkyWest Airlines Inc.,3,0.00,2689727.00,2689727.00,0.00,0.00,0.00,0.00,2689727.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2689727.00,0.00,2689727.00,0.00,7778999.00,7778999.00,0.00,0.00,0.00,0.00,7778999.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7778999.00,0.00,7778999.00
2025,2,4,20310,WL,WL,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20314.00,20314.00,0.00,0.00,354397.00,0.00,354397.00,374711.00,20314.00,354397.00,374711.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,48891.00,48891.00,0.00,0.00,819389.00,0.00,819389.00,868280.00,48891.00,819389.00,868280.00
2025,2,4,20363,9E,9E,Endeavor Air Inc.,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025,2,4,20368,G4,G4,Allegiant Air,3,0.00,20866094.00,20866094.00,0.00,0.00,0.00,0.00,20866094.00,0.00,579895.00,579895.00,14231.00,0.00,121483.00,0.00,135714.00,715609.00,21445989.00,135714.00,21581703.00,0.00,52547953.00,52547953.00,0.00,0.00,0.00,0.00,52547953.00,0.00,1650512.00,1650512.00,35706.00,0.00,348785.00,0.00,384491.00,2035003.00,54198465.00,384491.00,54582956.00
2025,2,4,20370,KAQ,KAQ,Kalitta Air LLC,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5489345.00,5489345.00,56801.00,8480321.00,356601.00,2058205.00,10951928.00,16441273.00,5489345.00,10951928.00,16441273.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12269622.00,12269622.00,123534.00,18962084.00,813192.00,6058052.00,25956862.00,38226484.00,12269622.00,25956862.00,38226484.00
2025,2,4,20372,KLQ,KLQ,Kalitta Charters II,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29118.00,29118.00,0.00,0.00,0.00,0.00,0.00,29118.00,29118.00,0.00,29118.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,91239.00,91239.00,0.00,0.00,0.00,0.00,0.00,91239.00,91239.00,0.00,91239.00
2025,2,4,20377,X9,X9,Omni Air International LLC,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,102349.00,102349.00,46931.00,75633.00,90026.00,3065620.00,3278210.00,3380559.00,102349.00,3278210.00,3380559.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,383980.00,383980.00,146519.00,119553.00,129134.00,8552116.00,8947322.00,9331302.00,383980.00,8947322.00,9331302.00
2025,2,4,20378,YV,YV,Mesa Airlines Inc.,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025,2,4,20397,OH,OH,PSA Airlines Inc.,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025,2,4,20398,MQ,MQ,Envoy Air,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025,2,4,20401,3M,3M,Silver Airways,2,0.00,247814.00,247814.00,101376.00,0.00,0.00,101376.00,349190.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,247814.00,101376.00,349190.00,0.00,552462.00,552462.00,352987.00,0.00,0.00,352987.00,905449.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,552462.00,352987.00,905449.00
2025,2,4,20405,N8,N8,National Air Cargo Group Inc d/ba National Airlines,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1115534.00,1115534.00,2809788.00,2554286.00,0.00,920955.00,6285029.00,7400563.00,1115534.00,6285029.00,7400563.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2993894.00,2993894.00,7800800.00,6827598.00,0.00,2884671.00,17513069.00,20506963.00,2993894.00,17513069.00,20506963.00
2025,2,4,20408,5V,5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,1,251544.00,0.00,251544.00,0.00,0.00,0.00,0.00,251544.00,12726.00,13551.00,26277.00,0.00,0.00,0.00,0.00,0.00,26277.00,277821.00,0.00,277821.00,687487.00,0.00,687487.00,0.00,0.00,0.00,0.00,687487.00,34781.00,37036.00,71817.00,0.00,0.00,0.00,0.00,0.00,71817.00,759304.00,0.00,759304.00
2025,2,4,20409,B6,B6,JetBlue Airways,3,0.00,49112877.00,49112877.00,2783550.00,0.00,17393434.00,20176984.00,69289861.00,0.00,15179.00,15179.00,0.00,0.00,8537.00,0.00,8537.00,23716.00,49128056.00,20185521.00,69313577.00,0.00,123164640.00,123164640.00,6980551.00,0.00,43619031.00,50599582.00,173764222.00,0.00,35712.00,35712.00,0.00,0.00,22237.00,0.00,22237.00,57949.00,123200352.00,50621819.00,173822171.00
2025,2,4,20416,NK,NK,Spirit Air Lines,3,0.00,33707057.00,33707057.00,0.00,0.00,3601786.00,3601786.00,37308843.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,33707057.00,3601786.00,37308843.00,0.00,84671705.00,84671705.00,0.00,0.00,9047640.00,9047640.00,93719345.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,84671705.00,9047640.00,93719345.00
2025,2,4,20422,SY,SY,Sun Country Airlines d/b/a MN Airlines,3,0.00,6872583.00,6872583.00,0.00,0.00,817115.00,817115.00,7689698.00,0.00,1118911.00,1118911.00,0.00,0.00,105448.00,16818.00,122266.00,1241177.00,7991494.00,939381.00,8930875.00,0.00,17318909.00,17318909.00,0.00,0.00,2059130.00,2059130.00,19378039.00,0.00,2819655.00,2819655.00,0.00,0.00,265729.00,42381.00,308110.00,3127765.00,20138564.00,2367240.00,22505804.00
2025,2,4,20427,PT,PT,Piedmont Airlines,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025,2,4,20436,F9,F9,Frontier Airlines Inc.,3,0.00,31198933.00,31198933.00,0.00,0.00,1975896.00,1975896.00,33174829.00,0.00,1828.00,1828.00,0.00,0.00,5484.00,0.00,5484.00,7312.00,31200761.00,1981380.00,33182141.00,0.00,67909709.00,67909709.00,0.00,0.00,4719102.00,4719102.00,72628811.00,0.00,4002.00,4002.00,0.00,0.00,12006.00,0.00,12006.00,16008.00,67913711.00,4731108.00,72644819.00
2025,2,4,20445,C5,C5,CommuteAir LLC dba CommuteAir,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025,2,4,20447,U7,U7,USA Jet Airlines Inc.,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,310364.00,310364.00,0.00,0.00,10498.00,0.00,10498.00,320862.00,310364.00,10498.00,320862.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,828905.00,828905.00,0.00,0.00,33622.00,0.00,33622.00,862527.00,828905.00,33622.00,862527.00
2025,2,4,20452,YX,YX,Republic Airline,3,0.00,48419.00,48419.00,0.00,0.00,0.00,0.00,48419.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,48419.00,0.00,48419.00,0.00,111730.00,111730.00,0.00,0.00,0.00,0.00,111730.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,111730.00,0.00,111730.00
2025,2,4,20453,ABX,ABX,ABX Air Inc,2,0.00,121310.00,121310.00,0.00,0.00,0.00,0.00,121310.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,121310.00,0.00,121310.00,0.00,90927.00,90927.00,0.00,0.00,0.00,0.00,90927.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,90927.00,0.00,90927.00
2025,2,4,20500,G7,G7,GoJet Airlines LLC d/b/a United Express,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025,2,4,21492,1BQ,1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,146775.00,146775.00,58530.00,0.00,0.00,168690.00,227220.00,373995.00,146775.00,227220.00,373995.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,560681.00,560681.00,223585.00,0.00,0.00,644396.00,867981.00,1428662.00,560681.00,867981.00,1428662.00
2025,2,4,21518,1EQ,1EQ,"KaiserAir, Inc.",1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,118657.00,118657.00,0.00,0.00,0.00,0.00,0.00,118657.00,118657.00,0.00,118657.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,427424.00,427424.00,0.00,0.00,0.00,0.00,0.00,427424.00,427424.00,0.00,427424.00
2025,2,4,21629,KD,KD,Western Global,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,178664.00,1032616.00,1211280.00,31514.00,548713.00,0.00,587743.00,1167970.00,2379250.00,1211280.00,1167970.00,2379250.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,419039.00,2708846.00,3127885.00,85759.00,1246299.00,0.00,1745453.00,3077511.00,6205396.00,3127885.00,3077511.00,6205396.00
2025,2,4,21634,KH,KH,Aloha Air Cargo,2,0.00,574662.00,574662.00,0.00,0.00,0.00,0.00,574662.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,574662.00,0.00,574662.00,0.00,1203141.00,1203141.00,0.00,0.00,0.00,0.00,1203141.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1203141.00,0.00,1203141.00
2025,2,4,21652,27Q,27Q,"Jet Aviation Flight Services, Inc.",2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025,2,4,21754,2PQ,2PQ,21 Air LLC,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025,2,4,21875,37Q,37Q,"Eastern Air Express, LLC (EAX)",1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,67628.00,67628.00,0.00,0.00,235683.00,0.00,235683.00,303311.00,67628.00,235683.00,303311.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,176508.00,176508.00,0.00,0.00,615134.00,0.00,615134.00,791642.00,176508.00,615134.00,791642.00
2025,2,4,21974,3EQ,3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025,2,4,22080,MX,MX,Breeze Aviation Group DBA  Breeze,2,0.00,6711871.00,6711871.00,0.00,0.00,0.00,0.00,6711871.00,0.00,202601.00,202601.00,0.00,0.00,0.00,0.00,0.00,202601.00,6914472.00,0.00,6914472.00,0.00,17745185.00,17745185.00,0.00,0.00,0.00,0.00,17745185.00,0.00,535647.00,535647.00,0.00,0.00,0.00,0.00,0.00,535647.00,18280832.00,0.00,18280832.00
2025,2,4,22085,GCA,GCA,"Global Crossing Airlines, Inc.",2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1015226.00,1015226.00,2880.00,0.00,1141044.00,0.00,1143924.00,2159150.00,1015226.00,1143924.00,2159150.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2003727.00,2003727.00,5925.00,0.00,2250350.00,0.00,2256275.00,4260002.00,2003727.00,2256275.00,4260002.00
2025,2,5,19393,WN,WN,Southwest Airlines Co.,3,0.00,186155371.00,186155371.00,0.00,0.00,2350324.00,2350324.00,188505695.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,186155371.00,2350324.00,188505695.00,0.00,404268046.00,404268046.00,0.00,0.00,5837848.00,5837848.00,410105894.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,404268046.00,5837848.00,410105894.00
2025,2,5,19687,QX,QX,Horizon Air,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025,2,5,19690,HA,HA,Hawaiian Airlines Inc.,3,0.00,16142066.00,16142066.00,0.00,5781012.00,0.00,5781012.00,21923078.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16142066.00,5781012.00,21923078.00,0.00,40545598.00,40545598.00,0.00,11867920.00,0.00,11867920.00,52413518.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40545598.00,11867920.00,52413518.00
