NET_INCOME,OP_PROFIT_LOSS,TRANS_REV_PAX,MAIL,TOTAL_PROPERTY,PROP_FREIGHT,PROP_BAG,TOTAL_CHARTER,CHARTER_PAX,CHARTER_PROP,TOTAL_MISC_REV,RES_CANCEL_FEES,MISC_OP_REV,PUB_SVC_REVENUE,TRANS_REVENUE,OP_REVENUES,FLYING_OPS,MAINTENANCE,PAX_SERVICE,AIRCFT_SERVICES,PROMOTION_SALES,GENERAL_ADMIN,GENERAL_SERVICES,DEPREC_AMORT,TRANS_EXPENSES,OP_EXPENSES,INTEREST_LONG_DEBT,INTEREST_EXP_OTH,FOREIGN_EX_GAINS,CAP_GAINS_PROP,CAP_GAINS_OTHER,OTHER_INCOME_NET,NON_OP_INCOME,INCOME_PRE_TAX,INCOME_TAX,INCOME_BEFORE_OTH,DISCONT_OPS,EXTRA_ITEMS,INCOME_TAX_EXTRA,INCOME_TAX_CREDITS,ACCTG_CHANGES,AIRLINE_ID,UNIQUE_CARRIER,UNIQUE_CARRIER_NAME,CARRIER,CARRIER_NAME,UNIQUE_CARRIER_ENTITY,REGION,CARRIER_GROUP_NEW,CARRIER_GROUP,YEAR,QUARTER
-687645.00,-818953.00,,0.00,,321238.00,,,,2497.00,,,15195.00,,1541265.00,1880195.00,203986.00,141190.00,,228900.00,28858.00,160382.00,,56786.00,1879046.00,2699148.00,6489.00,-6559.00,-4568.00,0.00,,-38455.00,-43093.00,-862046.00,-174401.00,-687645.00,,,,,,20107,FX,Federal Express Corporation,FX,Federal Express Corporation,16196,A,3,3,2024,2
-577811.00,-761366.00,,0.00,,401285.00,,,,0.00,,,39498.00,,1736870.00,2177653.00,206285.00,149688.00,,284469.00,21533.00,104282.00,,94178.00,2078584.00,2939019.00,-1995.00,-7890.00,-13488.00,0.00,,10702.00,-12671.00,-774037.00,-196226.00,-577811.00,,,,,,20107,FX,Federal Express Corporation,FX,Federal Express Corporation,16196,A,3,3,2024,4
-540065.00,-730890.00,,0.00,,372797.00,,,,2302.00,,,34125.00,,1613563.00,2022787.00,191010.00,150829.00,,283128.00,25071.00,117006.00,,94849.00,1891784.00,2753677.00,-1080.00,-10232.00,6970.00,0.00,,19135.00,14793.00,-716097.00,-176032.00,-540065.00,,,,,,20107,FX,Federal Express Corporation,FX,Federal Express Corporation,16196,A,3,3,2024,3
-539748.67,-117804.23,1333272.28,0.00,,143.65,100659.46,,463.65,0.00,,8623.24,4988.12,0.00,110183.05,1558333.44,799886.03,157381.39,159208.60,291756.93,82629.11,70042.20,,114840.58,392.83,1676137.68,-37072.29,2993.58,-117.06,-933.36,-21662.17,-403747.00,-460538.30,-578342.53,-38593.87,-539748.67,0.00,0.00,0.00,0.00,0.00,20409,B6,JetBlue Airways,B6,JetBlue Airways,06673,D,3,3,2024,1
-520092.14,-398791.62,543730.03,0.00,,0.00,110045.15,,0.00,0.00,,-1580.26,385919.11,0.00,748.96,1038862.98,611263.80,75788.40,74522.95,111302.51,44764.63,453045.98,0.00,66966.33,0.00,1437654.60,0.00,-38588.37,-137.33,0.00,0.00,-99698.12,-138423.83,-537215.44,-17123.30,-520092.14,0.00,0.00,0.00,,0.00,20416,NK,Spirit Air Lines,NK,Spirit Air Lines,06830,D,3,3,2024,4
-446885.00,-619214.00,,0.00,,345266.00,,,,3206.00,,,15850.00,,1552146.00,1916468.00,203932.00,146816.00,,209638.00,27078.00,147306.00,,59435.00,1741477.00,2535682.00,10461.00,-792.00,-6330.00,0.00,,105285.00,108624.00,-510590.00,-63705.00,-446885.00,,,,,,20107,FX,Federal Express Corporation,FX,Federal Express Corporation,16196,A,3,3,2024,1
-406248.43,-500721.12,1259141.55,0.00,,177.65,116583.17,,1332.36,0.00,,7425.32,6483.31,0.00,110160.51,1501303.86,927668.65,202931.39,193397.61,323482.77,97951.55,115902.18,,140276.33,414.51,2002024.98,-83127.54,2797.83,-473.46,1327.00,-2054.73,49826.87,-31704.04,-532425.16,-126176.72,-406248.43,0.00,0.00,0.00,0.00,0.00,20409,B6,JetBlue Airways,B6,JetBlue Airways,06673,D,3,3,2024,3
-367296.54,-367296.54,952361.56,4610.22,,102940.20,9188.67,,0.00,0.00,,1500.47,114661.10,0.00,29013.96,1214276.18,673765.74,216530.17,131118.66,196581.81,70119.20,222650.67,0.00,66597.02,4209.44,1581572.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-367296.54,0.00,-367296.54,0.00,0.00,0.00,,0.00,19805,AA,American Airlines Inc.,AA,American Airlines Inc.,10049,A,3,3,2024,1
-280406.58,-268573.79,557033.48,0.00,,0.00,164375.66,,0.00,0.00,,-675.48,362480.41,0.00,1362.24,1084576.31,702249.35,81780.66,79446.82,120973.14,50452.25,242118.32,0.00,76129.56,0.00,1353150.09,0.00,-37709.29,21.65,0.00,0.00,0.00,-37687.65,-306261.43,-25854.85,-280406.58,0.00,0.00,0.00,,0.00,20416,NK,Spirit Air Lines,NK,Spirit Air Lines,06830,D,3,3,2024,3
-255716.00,-346438.00,,0.00,,728474.00,,,,20380.00,,,1969.00,,515494.00,1266317.00,363345.00,135572.00,,203479.00,30052.00,184487.00,,80776.00,615044.00,1612755.00,-2091.00,-831.00,-6643.00,0.00,,2401.00,-7164.00,-353602.00,-97886.00,-255716.00,,,,,,20107,FX,Federal Express Corporation,FX,Federal Express Corporation,16197,P,3,3,2024,1
-223225.00,-379934.00,5263468.00,0.00,,40439.00,18373.00,,2355.00,0.00,,,759977.00,0.00,38463.00,6123075.00,2713187.00,632386.00,513802.00,1231816.00,403311.00,577304.00,,398286.00,32917.00,6503009.00,-60425.00,4612.00,-833.00,0.00,,148680.00,92034.00,-287900.00,-64675.00,-223225.00,0.00,0.00,0.00,-223225.00,0.00,19393,WN,Southwest Airlines Co.,WN,Southwest Airlines Co.,06725,D,3,3,2024,1
-198165.00,-368714.00,,0.00,,732716.00,,,,29443.00,,,2395.00,,543327.00,1307881.00,386956.00,133693.00,,207472.00,26211.00,201290.00,,81216.00,639757.00,1676595.00,-2192.00,-6583.00,-4584.00,0.00,,24833.00,11474.00,-357240.00,-159075.00,-198165.00,,,,,,20107,FX,Federal Express Corporation,FX,Federal Express Corporation,16197,P,3,3,2024,2
-171898.37,-135888.20,562460.78,0.00,,0.00,207037.82,,0.00,0.00,,14493.01,354449.70,0.00,2830.99,1141272.30,700043.63,75898.51,75827.86,109659.88,40917.60,199536.13,0.00,75276.89,0.00,1277160.50,0.00,-32476.29,-593.03,0.00,0.00,0.00,-33069.32,-168957.52,2940.85,-171898.37,0.00,0.00,0.00,,0.00,20416,NK,Spirit Air Lines,NK,Spirit Air Lines,06830,D,3,3,2024,2
-160495.52,-16737.07,474372.54,0.00,,56.78,39787.46,,0.00,0.00,,3408.49,1971.65,0.00,43551.83,563148.74,286472.77,47526.65,57219.88,93184.94,29623.27,25874.00,,39843.47,140.84,579885.81,-13374.22,1073.25,-41.97,-171.48,27.07,-142747.08,-155234.43,-171971.50,-11475.98,-160495.52,0.00,0.00,0.00,0.00,0.00,20409,B6,JetBlue Airways,B6,JetBlue Airways,16673,L,3,3,2024,1
-153726.35,-189318.88,0.00,142232.55,,869828.79,0.00,,0.00,0.00,,0.00,9651.45,0.00,558.91,1022271.70,646785.46,295542.25,0.00,133525.77,1178.10,54371.40,0.00,80187.59,0.00,1211590.57,0.00,8908.55,77.75,257.09,0.00,-15121.58,-5878.20,-195197.07,-41470.72,-153726.35,0.00,0.00,0.00,,0.00,19917,5X,United Parcel Service,5X,United Parcel Service,06910,D,3,3,2024,3
-146936.29,-172953.43,0.00,194955.78,,922879.80,0.00,,0.00,0.00,,0.00,30387.55,0.00,209.71,1148432.84,719261.31,299879.50,0.00,163208.66,1209.24,56752.21,0.00,81075.35,0.00,1321386.27,0.00,133.92,1018.27,2045.14,0.00,-17743.56,-14546.24,-187499.67,-40563.37,-146936.29,0.00,0.00,0.00,,0.00,19917,5X,United Parcel Service,5X,United Parcel Service,06910,D,3,3,2024,4
-123379.16,-179346.24,530898.95,0.00,,0.00,205010.48,,0.00,0.00,,23746.14,332825.29,0.00,2208.79,1094689.64,680204.59,75313.20,75016.39,102106.64,39077.45,231953.10,0.00,70364.50,0.00,1274035.88,0.00,-14030.14,57513.54,0.00,0.00,0.00,43483.40,-135862.84,-12483.68,-123379.16,0.00,0.00,0.00,,0.00,20416,NK,Spirit Air Lines,NK,Spirit Air Lines,06830,D,3,3,2024,1
-112947.63,-117957.00,30532.09,1.50,,6034.13,5360.87,,2993.47,0.00,,15.60,1411.18,0.00,13281.22,59630.06,70992.42,16313.43,18865.88,23620.83,14653.06,25535.55,,7166.86,439.03,177587.06,-2886.62,-3584.87,2093.70,-57.16,0.00,5996.26,1561.31,-116395.68,-3448.06,-112947.63,0.00,0.00,0.00,,0.00,19690,HA,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,15375,P,3,3,2024,4
-107908.16,-142352.70,0.00,9719.35,,1016403.59,0.00,,0.00,0.00,,0.00,20641.93,0.00,0.93,1046765.79,614082.98,300905.06,0.00,119782.50,1011.25,65066.21,0.00,88270.50,0.00,1189118.49,0.00,6264.84,-16.39,-1115.52,0.00,-15088.65,-9955.72,-152308.42,-44400.26,-107908.16,0.00,0.00,0.00,,0.00,19917,5X,United Parcel Service,5X,United Parcel Service,06910,D,3,3,2024,1
-106330.00,-132103.00,1331857.00,7922.00,,19832.00,73215.00,,6161.00,253.00,,33144.00,27050.00,4241.00,514269.00,2017945.00,736787.00,170140.00,169836.00,308601.00,117584.00,157597.00,,98168.00,391335.00,2150048.00,-22052.00,4786.00,0.00,-4595.00,1971.00,13994.00,-5896.00,-137999.00,-31669.00,-106330.00,0.00,0.00,0.00,,0.00,19930,AS,Alaska Airlines Inc.,AS,Alaska Airlines Inc.,06031,D,3,3,2024,1
-102407.05,-141570.95,0.00,50071.53,,1021545.34,0.00,,0.00,0.00,,0.00,9401.46,0.00,61.82,1081080.15,654977.07,310060.44,0.00,114983.65,1068.47,57436.83,0.00,84124.63,0.00,1222651.10,0.00,6143.91,-80.20,-1114.55,0.00,-15364.51,-10415.35,-151986.30,-49579.26,-102407.05,0.00,0.00,0.00,,0.00,19917,5X,United Parcel Service,5X,United Parcel Service,06910,D,3,3,2024,2
-99529.84,-57467.71,1121771.27,863.42,,22650.44,57775.56,,40.80,,,2271.78,559.87,,117797.43,1323730.56,564963.57,145353.55,115367.84,257519.28,81649.65,79366.90,,79041.18,57936.32,1381198.27,-54039.30,28449.70,-4525.52,,,-5073.82,-35188.94,-92656.65,6873.19,-99529.84,,,,-99529.84,,19977,UA,United Air Lines Inc.,UA,United Air Lines Inc.,10876,L,3,3,2024,1
-97925.57,-97925.57,2039905.70,4442.30,,130610.58,16796.94,,0.00,0.00,,4918.27,194094.30,0.00,48723.61,2439491.69,980533.97,344397.79,217855.27,314559.57,118325.08,452598.96,0.00,101158.27,7988.37,2537417.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-97925.57,0.00,-97925.57,0.00,0.00,0.00,,0.00,19805,AA,American Airlines Inc.,AA,American Airlines Inc.,10049,A,3,3,2024,3
-90368.23,-68223.97,528656.81,86.67,,19342.98,18887.83,,252.95,0.00,,77.80,4520.75,0.00,38207.42,610033.19,243975.53,89825.52,65584.58,101244.86,35127.62,109862.04,,31443.17,1193.84,678257.16,-31598.42,595.40,-9375.74,-93.73,-139.33,3285.89,-37325.94,-105549.91,-15181.68,-90368.23,0.00,0.00,0.00,,0.00,19690,HA,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,05375,D,3,3,2024,3
-89408.56,-89408.56,289606.26,1114.25,,24529.62,2240.79,,0.00,0.00,,450.16,37580.80,0.00,9539.13,365061.01,188345.34,63133.30,38173.45,57346.92,20277.84,66487.49,0.00,19464.04,1241.20,454469.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-89408.56,0.00,-89408.56,0.00,0.00,0.00,,0.00,19805,AA,American Airlines Inc.,AA,American Airlines Inc.,10052,P,3,3,2024,1
-88488.29,-76924.05,1649005.30,6814.12,,99128.45,24555.58,,,,,3060.58,827.50,,49807.71,1833199.23,825861.35,196542.87,220483.43,266248.70,120205.71,113723.65,,134984.39,32073.19,1910123.27,-76416.14,43084.17,757.59,,,-7458.04,-40032.42,-116956.47,-28468.18,-88488.29,,,,-88488.29,,19977,UA,United Air Lines Inc.,UA,United Air Lines Inc.,10874,A,3,3,2024,1
-87793.10,-95863.28,429613.46,61.38,,17156.66,12862.30,,20.04,0.00,,98.58,4135.67,0.00,27366.24,491314.33,247903.95,80099.32,56215.84,80757.23,32968.47,59958.23,,26639.21,2635.36,587177.61,-15744.66,666.40,5894.18,-72.09,31.89,6285.84,-2938.45,-98801.73,-11008.63,-87793.10,0.00,0.00,0.00,,0.00,19690,HA,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,05375,D,3,3,2024,1
-77697.99,-78351.03,142978.53,0.00,,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,142978.53,93494.69,78504.86,24960.04,1018.50,0.00,21170.72,0.00,2180.75,0.00,221329.57,-30.31,0.00,0.00,0.00,0.00,683.35,653.05,-77697.99,0.00,-77697.99,0.00,0.00,0.00,,0.00,20363,9E,Endeavor Air Inc.,9E,Endeavor Air Inc.,07024,D,2,2,2024,3
-75957.00,-79958.00,,0.00,,117441.00,,,,12587.00,,,20048.00,,186207.00,336283.00,45729.00,21424.00,,77634.00,15594.00,40465.00,,17784.00,197611.00,416241.00,-479.00,-225.00,-1796.00,0.00,,-22333.00,-24833.00,-104791.00,-28834.00,-75957.00,,,,,,20107,FX,Federal Express Corporation,FX,Federal Express Corporation,16195,L,3,3,2024,1
-75843.60,-77702.16,135703.80,0.00,,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,135703.80,97495.53,68671.08,24330.59,890.21,0.00,19978.44,0.00,2040.12,0.00,213405.96,-35.97,0.00,0.00,0.00,0.00,1894.53,1858.57,-75843.60,0.00,-75843.60,0.00,0.00,0.00,,0.00,20363,9E,Endeavor Air Inc.,9E,Endeavor Air Inc.,07024,D,2,2,2024,1
-74294.31,-74294.31,287856.66,784.76,,23121.31,2100.64,,0.00,0.00,,702.23,32827.02,0.00,8202.11,355594.72,164303.38,58434.02,36866.35,53232.27,20008.03,78505.62,0.00,17185.81,1353.56,429889.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-74294.31,0.00,-74294.31,0.00,0.00,0.00,,0.00,19805,AA,American Airlines Inc.,AA,American Airlines Inc.,10052,P,3,3,2024,3
-72798.54,-73475.00,146321.03,0.00,,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,146321.03,95814.44,76775.60,25151.51,987.96,0.00,18726.95,0.00,2339.57,0.00,219796.03,-33.12,0.00,0.00,0.00,0.00,709.58,676.46,-72798.54,0.00,-72798.54,0.00,0.00,0.00,,0.00,20363,9E,Endeavor Air Inc.,9E,Endeavor Air Inc.,07024,D,2,2,2024,2
-72255.78,-72255.78,349805.40,1110.79,,31348.42,2744.59,,0.00,0.00,,929.91,50918.39,0.00,11234.09,448091.59,199546.37,78569.70,49803.28,68422.85,27093.11,71090.07,0.00,24108.44,1713.56,520347.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-72255.78,0.00,-72255.78,0.00,0.00,0.00,,0.00,19805,AA,American Airlines Inc.,AA,American Airlines Inc.,10052,P,3,3,2024,4
-71602.19,-72370.34,150430.72,0.00,,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,150430.72,95437.59,80137.93,24360.47,972.28,0.00,19596.44,0.00,2296.36,0.00,222801.06,-29.90,0.00,0.00,0.00,0.00,798.05,768.15,-71602.19,0.00,-71602.19,0.00,0.00,0.00,,0.00,20363,9E,Endeavor Air Inc.,9E,Endeavor Air Inc.,07024,D,2,2,2024,4
-70631.45,-42946.29,1369514.55,38274.99,,126443.18,13288.95,,-515.02,,,2498.93,830.83,,38127.40,1588463.80,784159.49,139311.86,184590.78,178721.32,101753.40,111345.50,,103198.18,28329.57,1631410.09,-84234.54,39446.26,1138.40,,,-6751.66,-50401.53,-93347.82,-22716.37,-70631.45,,,,-70631.45,,19977,UA,United Air Lines Inc.,UA,United Air Lines Inc.,10877,P,3,3,2024,1
-67623.00,-2236.00,1230574.00,3523.00,,68442.00,18037.00,,478.00,0.00,,3571.00,188375.00,0.00,28430.00,1541430.00,677992.00,133353.00,143935.00,257688.00,115741.00,120994.00,,71984.00,21979.00,1543666.00,-27532.00,-2162.00,0.00,687.00,0.00,-25718.00,-54725.00,-56961.00,10662.00,-67623.00,0.00,0.00,0.00,,0.00,19790,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,10261,A,3,3,2024,1
-65597.21,-50298.04,68578.56,0.00,,0.00,13879.57,,0.00,0.00,,-199.31,48674.48,0.00,94.46,131027.76,77096.34,9558.90,9399.29,14038.15,5645.99,57140.94,0.00,8446.20,0.00,181325.81,0.00,-4867.00,-17.32,0.00,0.00,-12574.54,-17458.86,-67756.90,-2159.70,-65597.21,0.00,0.00,0.00,,0.00,20416,NK,Spirit Air Lines,NK,Spirit Air Lines,16831,L,3,3,2024,4
-62041.46,-62041.46,1273537.16,4183.30,,120248.36,11934.52,,0.00,0.00,,3484.51,150946.95,0.00,34492.87,1598827.67,645022.02,246041.51,157181.56,216247.42,85079.30,230059.94,0.00,75874.17,5363.21,1660869.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-62041.46,0.00,-62041.46,0.00,0.00,0.00,,0.00,19805,AA,American Airlines Inc.,AA,American Airlines Inc.,10049,A,3,3,2024,4
-59514.62,-22214.81,1038051.85,940.26,,24192.47,61963.47,,747.83,,,2283.39,429.25,,114919.24,1243527.76,504324.30,123490.03,103212.33,225038.54,82111.20,99744.54,,67740.38,60081.25,1265742.57,-46929.70,25748.60,-1452.87,,,-1190.17,-23824.14,-46038.96,13475.67,-59514.62,,,,-59514.62,,19977,UA,United Air Lines Inc.,UA,United Air Lines Inc.,10876,L,3,3,2024,2
-52680.15,-42694.90,514361.93,46.99,,18097.86,18112.64,,471.32,0.00,,77.07,4643.90,0.00,34697.50,590509.20,249467.93,87293.99,66895.14,97577.53,34498.77,65931.19,,30264.30,1275.26,633204.10,-21003.01,157.82,4863.95,-75.91,0.00,6071.89,-9985.25,-52680.15,0.00,-52680.15,0.00,0.00,0.00,,0.00,19690,HA,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,05375,D,3,3,2024,2
-49788.38,-33606.76,58607.20,0.00,,0.00,9978.14,,3940.82,0.00,,1618.21,4717.87,0.00,81637.14,160499.38,110158.70,15095.81,10621.00,30478.54,14108.13,10832.85,0.00,2811.11,0.00,194106.14,0.00,-17589.45,0.00,0.00,0.00,1407.83,-16181.62,-49788.38,0.00,-49788.38,0.00,0.00,0.00,,0.00,22080,MX,Breeze Aviation Group DBA  Breeze,MX,Breeze Aviation Group DBA  Breeze,01268,D,2,2,2024,3
-49335.73,-40099.74,0.00,0.00,150302.31,150302.31,0.00,489042.53,57607.42,431435.11,23649.24,0.00,23649.24,0.00,0.00,662994.08,457310.68,71705.09,11577.57,75095.08,6027.28,37845.50,,43382.17,150.46,703093.82,-2002.54,-0.95,-621.65,-5184.87,0.00,28.49,-7781.52,-47881.25,1454.48,-49335.73,0.00,0.00,0.00,-49335.73,0.00,20007,5Y,Atlas Air Inc.,5Y,Atlas Air Inc.,16087,I,3,3,2024,1
-47599.63,-50734.54,128292.57,5.65,,8048.06,4996.44,,610.00,0.00,,38.30,1606.53,0.00,10630.59,154228.13,86396.96,20611.18,21837.40,31370.66,12806.81,23291.15,,7624.79,1023.72,204962.67,-6116.12,258.87,2289.63,-28.00,12.39,2441.77,-1141.46,-51876.00,-4276.37,-47599.63,0.00,0.00,0.00,,0.00,19690,HA,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,15375,P,3,3,2024,1
-42863.18,12617.01,100374.97,0.00,,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,100374.97,29496.68,35130.83,4249.33,652.63,0.00,10480.37,0.00,7748.12,0.00,87757.96,0.00,-6863.48,0.00,0.00,0.00,-48616.71,-55480.20,-42863.18,0.00,-42863.18,0.00,0.00,0.00,,0.00,20378,YV,Mesa Airlines Inc.,YV,Mesa Airlines Inc.,06689,D,2,2,2024,4
-38123.53,-31402.34,127938.82,5.37,,8127.62,5776.84,,1100.00,0.00,,23.79,1382.67,0.00,9111.90,153467.02,71608.41,17829.66,18335.12,23147.23,12970.02,33613.34,,7000.44,365.14,184869.36,-9664.38,182.10,-2867.57,-28.67,0.00,1014.01,-11364.50,-42766.84,-4643.32,-38123.53,0.00,0.00,0.00,,0.00,19690,HA,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,15375,P,3,3,2024,3
-36584.87,7419.62,956364.75,799.09,,28340.74,57585.12,,-48.00,,,2175.61,359.62,,106887.96,1152464.89,436947.48,115343.25,94829.85,217335.63,67607.54,92898.32,,62107.64,57975.57,1145045.27,-36393.61,21422.02,-2679.88,,,-12271.51,-29922.98,-22503.36,14081.51,-36584.87,,,,-36584.87,,19977,UA,United Air Lines Inc.,UA,United Air Lines Inc.,10876,L,3,3,2024,3
-35667.00,-46099.00,194995.00,0.00,,-115.00,10719.00,,902.00,37.00,,4853.00,0.00,0.00,0.00,211392.00,107872.00,24910.00,24865.00,45182.00,17215.00,23074.00,,14373.00,0.00,257491.00,-3229.00,701.00,0.00,0.00,289.00,2049.00,-190.00,-46290.00,-10623.00,-35667.00,0.00,0.00,0.00,,0.00,19930,AS,Alaska Airlines Inc.,AS,Alaska Airlines Inc.,16031,L,3,3,2024,1
-35056.58,-10721.53,67034.41,0.00,,0.00,11053.29,,9289.34,0.00,,1166.95,5059.65,0.00,77323.26,170926.89,106772.90,11230.67,9841.50,25325.64,16447.87,9461.67,0.00,2568.17,0.00,181648.42,0.00,-26004.87,0.00,0.00,0.00,1669.82,-24335.05,-35056.58,0.00,-35056.58,0.00,0.00,0.00,,0.00,22080,MX,Breeze Aviation Group DBA  Breeze,MX,Breeze Aviation Group DBA  Breeze,01268,D,2,2,2024,2
-32019.20,-33158.04,265842.40,0.00,,0.00,0.00,,0.00,0.00,,0.00,0.05,0.00,0.00,265842.45,141500.17,97339.90,16907.79,11212.59,0.00,24846.04,0.00,7194.00,0.00,299000.49,0.00,-6407.49,0.10,0.00,2.30,-274.86,-6680.16,-39838.20,-7819.00,-32019.20,0.00,0.00,0.00,,0.00,20397,OH,PSA Airlines Inc.,OH,PSA Airlines Inc.,07028,D,2,2,2024,4
-29752.09,2186.14,1383914.27,0.00,,179.74,102790.49,,2047.45,0.00,,8812.68,5715.84,0.00,128337.21,1631797.68,712296.07,192399.27,155612.73,262368.61,85780.96,99253.67,,121476.75,423.48,1629611.54,-106568.04,2385.04,-1174.26,11858.00,-1684.67,37506.49,-57677.43,-55491.29,-25739.20,-29752.09,0.00,0.00,0.00,0.00,0.00,20409,B6,JetBlue Airways,B6,JetBlue Airways,06673,D,3,3,2024,4
-29092.96,-27865.27,57793.76,0.00,,0.00,17054.43,,0.00,0.00,,-70.08,37608.34,0.00,141.34,112527.79,72860.31,8484.97,8242.83,12551.30,5234.56,25120.44,0.00,7898.65,0.00,140393.06,0.00,-3912.44,2.25,0.00,0.00,0.00,-3910.20,-31775.47,-2682.51,-29092.96,0.00,0.00,0.00,,0.00,20416,NK,Spirit Air Lines,NK,Spirit Air Lines,16831,L,3,3,2024,3
-28147.96,-27137.95,50324.55,0.00,,0.00,11282.41,,26018.46,0.00,,0.00,1366.38,0.00,56906.21,145898.01,103069.05,11542.05,9592.58,22477.41,23563.70,996.09,0.00,1795.10,0.00,173035.96,0.00,-2111.91,0.00,0.00,0.00,1101.90,-1010.01,-28147.96,0.00,-28147.96,0.00,0.00,0.00,,0.00,22080,MX,Breeze Aviation Group DBA  Breeze,MX,Breeze Aviation Group DBA  Breeze,01268,D,2,2,2024,1
-24610.78,-24610.78,269253.75,879.26,,23775.53,1775.02,,0.00,0.00,,576.00,29666.95,0.00,7568.24,333494.73,148780.83,49657.75,32133.13,46073.58,17263.37,47922.46,0.00,15036.13,1238.27,358105.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-24610.78,0.00,-24610.78,0.00,0.00,0.00,,0.00,19805,AA,American Airlines Inc.,AA,American Airlines Inc.,10052,P,3,3,2024,2
-21931.00,-39662.00,,0.00,,111445.00,,,,19060.00,,,23638.00,,202399.00,356542.00,45864.00,26482.00,,60885.00,11324.00,39088.00,,17849.00,194712.00,396204.00,740.00,-1622.00,-1129.00,0.00,,-15166.00,-17177.00,-56839.00,-34908.00,-21931.00,,,,,,20107,FX,Federal Express Corporation,FX,Federal Express Corporation,16195,L,3,3,2024,2
-21699.99,-18822.94,468880.82,0.00,,65.42,37412.32,,0.00,0.00,,3207.52,2080.38,0.00,46710.48,558356.93,256352.95,71890.00,53929.69,86839.29,30124.28,34670.39,,43224.56,148.71,577179.87,-37499.84,837.52,-412.35,4302.32,34.55,11087.61,-21650.19,-40473.12,-18773.14,-21699.99,0.00,0.00,0.00,0.00,0.00,20409,B6,JetBlue Airways,B6,JetBlue Airways,16673,L,3,3,2024,4
-21029.09,-16623.81,68808.33,0.00,,0.00,25327.86,,0.00,0.00,,1772.99,43361.41,0.00,346.33,139616.93,85639.46,9285.00,9276.36,13415.18,5005.63,24410.14,0.00,9208.96,0.00,156240.73,0.00,-3972.97,-72.55,0.00,0.00,0.00,-4045.52,-20669.33,359.77,-21029.09,0.00,0.00,0.00,,0.00,20416,NK,Spirit Air Lines,NK,Spirit Air Lines,16831,L,3,3,2024,2
-19255.71,-27990.45,82857.06,0.00,,0.00,31995.86,,0.00,0.00,,3706.05,51943.83,0.00,344.72,170847.52,106159.10,11754.08,11707.76,15935.72,6098.79,36200.77,0.00,10981.74,0.00,198837.97,0.00,-2189.67,8976.10,0.00,0.00,0.00,6786.43,-21204.03,-1948.32,-19255.71,0.00,0.00,0.00,,0.00,20416,NK,Spirit Air Lines,NK,Spirit Air Lines,16831,L,3,3,2024,1
-18371.45,-9089.52,12445.34,0.00,0.00,0.00,2082.60,0.00,15.00,0.00,0.00,862.49,406.67,0.00,0.00,15812.10,7302.37,2297.40,4442.40,3578.77,2285.09,4600.89,0.00,394.68,0.00,24901.62,-9199.87,-110.84,0.00,0.00,0.00,28.78,-9281.93,-18371.45,0.00,-18371.45,0.00,0.00,0.00,0.00,0.00,20401,3M,Silver Airways,3M,Silver Airways,06888,D,2,2,2024,3
-17710.81,-7537.89,90016.35,0.00,,24304.94,26613.16,,46881.29,0.00,,4611.17,1263.71,1395.06,26838.32,221923.99,103916.58,20280.74,12302.78,36560.66,10399.08,25254.39,0.00,20658.05,89.61,229461.88,-10441.32,-164.70,0.00,0.00,-14.73,1719.83,-8900.93,-16438.82,1271.99,-17710.81,0.00,0.00,0.00,,0.00,20422,SY,Sun Country Airlines d/b/a MN Airlines,SY,Sun Country Airlines d/b/a MN Airlines,06795,D,3,3,2024,2
-17000.07,-16791.36,0.00,0.00,,0.00,0.00,,0.00,133592.79,,0.00,94.34,0.00,0.00,133687.13,111355.30,20355.69,0.00,10738.04,0.88,6643.62,,1384.95,0.00,150478.49,-0.82,0.00,-64.01,0.00,0.00,-143.88,-208.71,-17000.07,0.00,-17000.07,0.00,0.00,0.00,,0.00,20405,N8,National Air Cargo Group Inc d/ba National Airlines,N8,National Air Cargo Group Inc d/ba National Airline,11049,I,2,2,2024,1
